微博id,发布者,发布者id,微博正文,原始图片url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IvJPfk9Cx,我是小空空空啊,3856800419,那么早封关还是没躲过病毒传播，台湾部分人真的很坏，骨子里恨透大陆了，口罩故意不让出口到内地，唉，苍天绕过谁,无,无,2020-02-24 23:59,iPhone 11 Pro Max,2,0,0
IvJPf3y4R,资深赖床表演艺术家,1915436515,国内新冠疫情已经快要过去了，今天大部分企业都已经复工，我估计3月初也要上班了，一点都没想上班，在家宅着真好… ,无,无,2020-02-24 23:59,vivo X23全息幻彩,0,0,0
IvJPcnm6k,茶木若愚,2965208537,呼吸道专家：多喝茶能使新型冠状病毒更快地排出体外 突如其来的疫情，防疫成为全国人民的头等大事。除了戴口罩、勤洗手，保持喉咙湿润是提高呼吸道免疫力的好方法。经常喝茶，使病毒能更快地排除！ 沧州 ,无,#抗击新型肺炎第一线#,2020-02-24 23:59,iPhone客户端,1,2,0
IvJPbvMoc,人民日报,2803301701,【：】据日本广播协会电视台报道，2月24日，日本北海道、东京都、神奈川县和石川县等地新增10例新冠病例，参与“钻石公主”号邮轮检疫的厚生劳动省1名职员和1名检疫官确诊感染，至此日本累计确诊新冠病例达到850例。当天日本政府举行专家会议讨论新冠肺炎疫情对策。与会专家认为，日本多地出现无法确认感染路径的病例，今后可能会迅速蔓延。今后一周两周是关键时期，将决定疫情平息还是进一步恶化。如果疫情进一步扩大，日本医疗体系可能发生崩溃，社会和经济活动则将陷入混乱。日本政府将参考专家会议建议的基础上，2月25日发布应对新冠的基本方针。（人民日报记者刘军国）,无,无,2020-02-24 23:59,微博 weibo.com,280598,2981,11224
IvJPbe4vw,主编赵旭东,1721484135,【斯洛伐克总理因呼吸系统感染和高烧入院】斯洛伐克总理彼得·佩列格里尼22日因呼吸系统感染和高烧入院治疗。斯洛伐克总理办公室已于今天确认了这一消息。路透社援引斯洛伐克总理办公室的声明称，佩列格里尼因呼吸系统感染和高烧住院，取消了原定23日晚间的电视辩论行程。共同社消息称，虽然新冠肺炎在欧洲一些国家有扩散迹象，但目前尚不清楚佩列格里尼的病情是否与此有关。佩列格里尼2月20日至21日曾在布鲁塞尔出席欧盟特别峰会。斯洛伐克将于29日举行议会选举，佩列格里尼近期参加了系列竞选活动，以提振自己所属的斯洛伐克方向党的不利选情。,无,无,2020-02-24 23:59,三星GALAXY A,2,0,0
IvJPaAA3x,text耗子3,7041765839,马拉松同跑的人尽量自我隔离有不适尽快看医生不让这狡猾的东西传出去尽早控制住吧🙏 ,无,无,2020-02-24 23:59,新浪微博4G版,0,0,0
IvJPaCoTh,滨州文旅,2024128473, 【赵先闻：以爱之名，执笔发声，真情创作，为战“疫”助力】这场突如其来的疫情打乱了鼠年新春的节奏，抗击疫情的消息牵动着全国人民的心。滨州职业学院客座教授、滨州市现代原创美术研究院终生名誉院长赵先闻老师用自己的方式，弘扬正气、鼓舞斗志，为战“疫”助力、为战“疫”加油!赵先闻先生是一位造型能力很强的艺术家，他早年经常去工业农业第一线，与工人农民交朋友，并在现场为他们画肖像速写，创作了许多具有历史文献意义的作品。这次抗疫战役，他没有条件去第一线体验和见证前方抗疫勇士们的英雄业绩，于是他用自己独到的原创精神，书写绘制了一些独具审美意义的艺术品。,无,无,2020-02-24 23:59,搜狗高速浏览器,0,1,0
IvJPakKgD,渭水伊人,1713514027,台独们赶紧消灭你们的病毒吧，不要在那里对我们大陆幸灾乐祸了。你们不把大陆人当同胞，我们也不认识你是谁！！疫情会过去，你们的幸灾乐祸我们会永远记住！！ 华阴市 ,无,#台湾新冠肺炎确诊病例增至30例#,2020-02-24 23:59,荣耀8X,2,2,0
IvJPa4HF3,火研爆料员,6623401306, 听说韩国那边宣传来中国可以免费治疗新型冠状病毒感染的， 导致从韩国到青岛的机票都已经售空了！机票从500暴涨到4000 ,无,无,2020-02-24 23:59,无,7,0,8
IvJP7nFZ7,奶酪桃子,5031148608,求求你好起来我不想生日不能出去吃饭,无,无,2020-02-24 23:59,小猴紫的iPhone 8 Plus（金色）,0,0,0
IvJP5A47g,艾雅快乐,1776262543,北京新冠疫情防控工作领导小组第三十一次会议暨严格进京管理协调机制第二次会议召开 北京新冠疫情防控工作领导小组第三十一次会议暨严格进京管理协调机制第二次会议召开 ,无,无,2020-02-24 23:59,学习强国客户端,0,0,0
IvJP5jvYQ,用户7393845632,7393845632,我发表了头条文章:《新冠死亡有多痛苦?医生曝：如同溺水般痛苦》 新冠死亡有多痛苦?医生曝：如同溺水般痛苦 ,无,无,2020-02-24 23:59,HUAWEI Mate 20 Pro,0,0,0
IvJP5jvVc,隐者小巫,1692556061, 国内情况刚有点渐入佳境的意思，没成想被周边国家的操作给骚断了腿，还是派瑞兽过去驱驱邪吧，这政府这民众都不能要了,无,无,2020-02-24 23:59,小米6 拍人更美,1,1,0
IvJP51PUj,我家猫咪叫奶茶_,6268069603,D2 d299 14:00-23:30📍支扩，肺炎📍何刘每日一句✏️明日五点半起床，纳入背诵计划，单词一单元，学过的专业课✏️开始一篇阅读并精读✏️开始美国文化史✏️开始政治框架 ,无,无,2020-02-24 23:59,iPhone客户端,0,0,1
IvJP48tbq,alanl328,7190334760,周一欧盘开市，避险情绪继续蔓延。韩国方面的疫情消息令市场担忧情绪升温。据韩联社最新报道，韩国增加70例新冠确诊病例，总数达到833例。消息公布后黄金再度大涨至新高，欧美股市全线下跌，原油重挫3%，CBOE恐慌指数VIX大涨32.2%至2018年12月以来新高。 ,无,无,2020-02-24 23:59,Android,0,0,0
IvJP3vVhB,毕生追求唯有暴富,1714455062,当初台湾不是禁止出口口罩吗，台湾领导人要是有骨气，就别从中国大陆进口口罩，我估计他们都是没有骨气的,无,无,2020-02-24 23:59,Redmi Note 8四摄,5,0,0
IvJP1aEkL,姑娘努力的往前走,6022292584,台独🐶 真的要这么秀智商吗 ,无,无,2020-02-24 23:58,vivo AI智慧拍照X21,0,0,0
IvJP1aDcQ,你这么好看不能胖啊-,2645460374,文在寅好难啊，新冠意想不到的在扩散，新天地邪教扩散病毒还隐瞒名单各种不配合，朴槿惠派的全某牧师无视疫情扩散为自己政治诉求强行举行集会，各种倒文派撕扯他之前支持中国的决策。希望他能挺住，希望他继续强大不要倒下，希望他能善终。 ,无,无,2020-02-24 23:58,iPhone客户端,0,0,0
IvJP1aAyE,昵称西瓜,5160366662,微博里隐藏的台巴子们快滚吧！人前一套背后一套大陆人不傻只不过没把你们当个人。不想把你们说成狗，因为狗忠诚。 ,无,无,2020-02-24 23:58,无,7,0,0
IvJOZFtTV,LostInNewWave,2496880643,我们镇上有个人和一名新冠确诊患者打过牌 隔离观察了好久 没有感染 真是万幸呀🙏 ,无,无,2020-02-24 23:58,iPhone 6 Plus,3,0,0
IvJOZ5iqZ,一帆风顺一路,5776105367,台湾的事情与我们何干？不要报道他们，添堵！ ,无,无,2020-02-24 23:58,iPhone客户端,0,0,0
IvJOYxHQl,舒bonnie,6365630354,希望明天起来还看到台湾继续增长 广州 ,无,#台湾新冠肺炎确诊病例增至30例#,2020-02-24 23:58,小米9,0,0,0
IvJOYf8yE,2020欧洲精选分析君,2454258377,  为武汉捐款的中国足球相关企业有（包括但不限于）：广州恒大2亿华夏幸福2100万重庆斯威投资方当代集团捐赠包括120台呼吸机及2000件抗病毒口服液在内的物资与现金，总计价值达2000万元。大连万达1000万河南建业1000万深圳佳兆业1000万(分别向武汉市慈善总会和孝感市慈善总会各捐款500万元)苏...全文： ,无,无,2020-02-24 23:58,微博 weibo.com,0,0,0
IvJOWqgkq,ltaoter3,6014347489,游医李跃华：我治了100多新冠患者，可诊所关门了原请记者们查一下李跃华，如果属实，中国有救了//【特写：新冠康复者的特殊申请书】  特写：新冠康复者的特殊申请书 ,无,无,2020-02-24 23:58,手机新浪网,0,0,0
IvJOWr68x,全搞笑也,5917736079,治愈患者：我看到医护的眼睛像星星，结我力量,无,无,2020-02-24 23:58,微博视频,9,0,0
IvJOWbFe0,这就是德国,3761868337, 意大利 新冠确诊病例已增至230人。当地封锁了11个城市（镇），隔离5万人，取消各重大活动。今日，一架载有212名乘客来自意大利的飞机降落在毛里求斯后，因乘客表示拒绝去当地检疫站隔离检查。因此，该架飞机重新返航回去了意大利。目前，飞机没有人有感染症状。 ,无,无,2020-02-24 23:58,中国加油♥iPhone X,20,14,7
IvJOVz4kN,旖旎碧海,1878720952,中央应对新冠疫情工作领导小组印发《关于全面落实进一步保护关心爱护医务人员若干措施的通知》 中央应对新冠疫情工作领导小组印发《关于全面落实进一步保护关心爱护医务人员若干措施的通知》 ,无,无,2020-02-24 23:58,学习强国客户端,0,0,0
IvJOUDtcl,江红,3214260765,【】天津市疾控中心副主任 张颖：在流行病学上，这个数字是真正的清零后，最后一个病例连续观察两个最长潜伏期。对新冠来说，最长潜伏期是14天，如果出现了一个省或者是一个地区零增长，要观察两个14天，也就是28天。那到28天以后，真的没有病例再出现，就可以百分之百的放心了。 （新闻一加一）,无,无,2020-02-24 23:58,喵星球のiPhone X,0,1,0
IvJOUoXax,泉州那些事儿,1322847342,美媒讽中国“东亚病夫”遭痛批，台名嘴陈凤馨痛批：美国看不见自己的恶心！ 台海网的微博视频 ,无,无,2020-02-24 23:58,iPhone 8 Plus,165,18,19
IvJOUoX16,心语阿丫,2795684320,马拉松同跑的人尽量自我隔离有不适尽快看医生不让这狡猾的东西传出去尽早控制住吧🙏 ,无,无,2020-02-24 23:58,新浪微博4G版,0,0,0
IvJOUmFjK,珍-薰衣草,5135979944,我刚刚关注了患者求助超话，抗击疫情，我们在一起，共同关注→患者求助 ,无,无,2020-02-24 23:58,超话,0,0,0
IvJOU7h4Q,你传染的沉默,6567629387,本来二月份就要开学，爆发后感觉要三月，监狱事一出至少四月，韩国飞机再一来，下半年学期直接别上了,无,无,2020-02-24 23:58,HUAWEI Mate 10,0,0,0
IvJOU47pZ,Farrliy,6020503856,活该 ,无,无,2020-02-24 23:58,iPhone客户端,0,0,0
IvJOSB2zQ,中国船级社微博,2140031623,IMO发布新冠有关文书执行和实施技术的通告 ,无,无,2020-02-24 23:58,iPhone客户端,0,1,0
IvJOQyXYl,GoddessWinry,3729104413,还好中国有他,无,无,2020-02-24 23:58,无,0,0,0
IvJOOuyqs,太上立德,6105436322,新型冠状病毒感染的疫情期间，我综合各方信息发了一篇《赴武汉的卫健委医疗专家组成员名单》，分别列出了第一二三批赴武汉的专家姓名，内有多位副部级院士，转载量很大，但直接导致了我用了十多年的读行微博被毫无征兆的被封号，且申诉至今无果。其实刊发出五名专家姓名的中国新闻周刊那篇文章早已不见踪迹，我还不知天高地厚的又列出十来个人名，被敲也是正常。我并不怪微博。当前形势下，它很难。,无,无,2020-02-24 23:58,HUAWEI P20,0,0,0
IvJOOs8H1,海外疫情资讯,7368167768,意大利为应对新冠的战斗已经部署了军队。 同时威尼托的民防部门正在维罗纳，帕多瓦，多洛，米拉诺，费尔特雷和贝卢诺的医院外搭建了设备齐全的帐篷，以便分流和治疗新冠患者。  ,无,无,2020-02-24 23:58,微博 weibo.com,3,0,0
IvJONiJxp,景德镇日报,5367505799, 【刚刚！江西调整40个低风险县（市、区）应急响应等级】2月19日，国家卫健委制定了省级及以下启动和调整新冠疫情防控应急响应的有关意见，将省级响应标准分为4级（省级一级、二级、三级、四级应急响应）。根据国家要求，结合我省当前新冠肺炎疫情防控形势，经组织专家评估论证和省疫情防控指挥部会议研究决定：,无,无,2020-02-24 23:58,HUAWEI Mate 30 Pro,0,0,0
IvJON1SEl,秦晓柒要开启新生活,1834687820, 在韩国的朋友跟我的对话,无,无,2020-02-24 23:58,iPhone客户端,0,0,4
IvJOMFmbu,Zero嘟嘟玲,2178398137,中国加油 武汉加油 Zero嘟嘟玲的微博视频 ,无,无,2020-02-24 23:58,iPhone客户端,0,0,0
IvJOKkoQX,用户5307539451,5307539451,中央应对新冠疫情工作领导小组印发《关于全面落实进一步保护关心爱护医务人员若干措施的通知》 中央应对新冠疫情工作领导小组印发《关于全面落实进一步保护关心爱护医务人员若干措施的通知》 ,无,无,2020-02-24 23:58,学习强国客户端,0,0,0
IvJOJrHaC,畜生消灭者,6580177758,期间跟我献殷勤的一律不理 我不是你无聊期间的消遣 网聊请给我发钱 ,无,无,2020-02-24 23:58,iPhone客户端,0,0,0
IvJOIgGCP,东方今报,1672519561,【河南高速公路全面取消收费站出入口管制措施恢复畅通】经全省新冠疫情防控交通运输保障工作专班研究，并报省政府同意，2020年2月25日0时起 ，取消所有高速公路收费站出入口的交通管制措施，恢复正常通行秩序。 （河南高速公安） ,无,无,2020-02-24 23:58,Android,5,1,6
IvJOHEbyE,仰慕润之,2881003802,18日美国飞机到达后，日本恭恭敬敬配合美国撤侨，然后等到飞机起飞前最后一刻，日本突然通知美国，飞机上有14个美国人“刚刚”确诊是新冠病毒患者，美国人一听就傻了眼…『原形毕露！果然，钻石公主号是一面照妖镜！』原形毕露！果然，钻石公主号是一面照妖镜！ ,无,无,2020-02-24 23:58,荣耀10青春版,2,1,0
IvJOHoo9V,不做空,2293677673,新冠开始祸害全球了……和老婆打赌，明天如果创业板再收红，我洗两个月的碗,无,无,2020-02-24 23:58,荣耀20i,9,2,18
IvJOFCpyk,科工力量,6514077838,"【】中国-世卫组织联合考察专家组：全国共有476家医疗机构3387例医务人员感染新冠病例(2055例确诊病例，1070例临床诊断病例和157例疑似病例)；90%以上的医务人员(3,062例)来自湖北。（央视新闻） ",无,无,2020-02-24 23:58,微博 weibo.com,32,12,6
IvJOFBI3Q,tynx_,5780383261,武汉养老院有11位老人死于疑似新冠『财新真是条汉子！』财新真是条汉子！ ,无,无,2020-02-24 23:58,Android,3,1,0
IvJOFASkJ,湖南热点集,6203779723,"【吃粉撸串，商圈“打卡”…湖南“标签”复苏记】""老字号米粉店开张了！” “网红奶茶开卖了！”……一条条微信在长沙市民的朋友圈刷屏。街头巷尾，烟火气息渐浓。城市商圈，一家家开门迎客。……因新冠疫情而按下“暂停键”的经济社会，随着春天到来正在三湘大地“复苏”“回暖”。（via:新华社）   ",无,无,2020-02-24 23:58,微博 weibo.com,288,108,107
IvJOEqGWH,用户5732913312,5732913312,他们自己信吗？,无,无,2020-02-24 23:58,OPPO智能手机,0,0,0
IvJODxjO1,用户6081998589,6081998589, ,无,无,2020-02-24 23:57,iPhone客户端,0,0,0
IvJODdMMJ,桃沢沙织·,6126477574,实事求是，了不起的中国,无,无,2020-02-24 23:57,vivo X20全面屏手机,0,0,0
IvJOCDXmB,成都商报,1700648435,【近日网上疯传韩国人来青岛躲避疫情、不用强制隔离，官方回应,无,无,2020-02-24 23:57,微博 weibo.com,2607,89,402
IvJOBuL7I,跑摊匠,2018621311,看到台湾政治人物和台独势力对我们新型冠状病毒泯灭人性的做法和各种评论，现在都还很气，气归气，我们不能学他们那样没有人性的做法去回应，他们遭遇，还是希望早点挺过去，实在气不过，现在就想想今后武统台湾时，这些台独分子拿着扫帚连夜缝制五星红旗的狗样 ,无,无,2020-02-24 23:57,Android,6,0,0
IvJOAhYki,聪莉源桦,3071856195,从韩国回延边的已有4人发烧，现在还来得及吗？吉林承受得住吗？ 韩国感染新冠者，据说疑似有28万，我们一定要注意反流啊，我们一些城市韩国人比较多这几天回国的飞机都爆满，小心点为好，不要功亏一篑。 黄骅市 ,无,无,2020-02-24 23:57,无,3,0,3
IvJOA1pTW,通拉嘎,1246095481, 非常时刻，那些最走心的凡人金句（巴彦淖尔3） 非常时刻，那些最走心的凡人金句（巴彦淖尔3） ,无,无,2020-02-24 23:57,通拉嘎牧场Android,6,0,2
IvJOzEfCy,text耗子5,7042423757,马拉松同跑的人尽量自我隔离有不适尽快看医生不让这狡猾的东西传出去尽早控制住吧🙏 ,无,无,2020-02-24 23:57,新浪微博4G版,0,0,0
IvJOzpFDk,Marshall瓜,3909051843,想骂台湾一句活该，但作为同胞又不太好。 ,无,无,2020-02-24 23:57,iPhone客户端,5,2,4
IvJOzpFVT,姑娘努力的往前走,6022292584,台独🐶 明天病毒会去你家噢，全家得台湾,无,无,2020-02-24 23:57,vivo AI智慧拍照X21,0,0,0
IvJOz4VTO,兴兴儿的小布丁,1980698715,很喜欢的国家。。。愿平安,无,无,2020-02-24 23:57,OPPO Reno,2,0,0
IvJOyviW3,梦里我叫黄雨萱,6709657988,杨孟霖你tm给我注意安全！！！ 不准去人多的地方 ！！！记得戴口罩！戴口罩！！！！！ ,无,无,2020-02-24 23:57,HUAWEI nova 3,1,0,0
IvJOydDRk,星期一生活,1997269355,2604 ,无,无,2020-02-24 23:57,iPhone客户端,4,0,1
IvJOvxvkP,重庆德佑-張咏軻Wes,5514624626,提问: 浮大，带款延期2个月，银行经理让填张表寄过去，拍视频微信发给他，但是到期依然收到银行短信提醒和当天第二条警告，问经理说不用理。已经两天了，不知道是不是坑有关系吗？要不要去拉个征信看看，会不会万一算逾期？主动联系你的贷款经理怎么回事，如果不放心再致电银行客服，问下疫情期间征信处理的标准。早上我才致电几个银行，目前招行提供上面申请服务，其他银行动作较慢或者有你说这个情况。总行下了政策，支行不情愿配合。 ,无,http://t.cn/EGc2DE2,2020-02-24 23:57,iPhone客户端,1,0,0
IvJOuE9fK,抑扬顿悟,5662323209,中国 - 2月24日晚，中国-世界卫生组织新冠联合专家考察组在北京举行新闻发布会，考察组中方组长，国家卫健委新冠疫情应对处置工作专家组组长梁万年，考察组外方组长，世卫组织总干事高级顾问布鲁斯·艾尔沃德介绍考察组现场调研情况... 中国-世卫联合专家组发布权威结论 ,无,无,2020-02-24 23:57,bShare分享,0,0,0
IvJOuD887,爱看肥皂剧的女孩,5534456321,网课  今天就没有离开手机电脑 ,无,无,2020-02-24 23:57,nova5Pro人像超级夜景,1,0,1
IvJOupmGJ,大葵与天真,1777027853,这次新冠疫情，是新中国成立以来在我国发生的传播速度最快、感染范围最广、防控难度最大的一次重大突发公共卫生事件。希望将来出版集团的后人回忆起来，我们这代人没让你们失望。在冲锋向前的党旗党徽之间，还有个小小的基督徒是我。 ,无,无,2020-02-24 23:57,iPhone客户端,3,0,2
IvJOu5Wqf,优秀人才成了废人,5711032555,新冠疫情在中国由于万众一心合力抗疫而显著缓和、胜利在望，在日韩美等海外国家因体制不同而日益严重，今天上演了一幕全球市场暴跌剧，对未来国际经济社会的影响难以估计。我们同时也要严防疫情从境外输入，这决非危言耸听！ ,无,无,2020-02-24 23:57,微博 weibo.com,0,1,1
